DesignId,PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical,Result,Time,TimeTaken
D1,P1,1,Open Browser,xUI,xOpenBrowser,chrome,Opened chrome browser,nan,y,Pass,00:02:21,6.321459770202637
D1,P1,2,Navigate to Home,xUI,xNavigate,https://foxyiz.com/K3,Navigated to https://foxyiz.com/K3,nan,y,Pass,00:02:22,1.1933960914611816
D1,P1,3,Verify Title,xUI,xGetTitle,nan,FoXYiZ - Modern Workflow Automation,nan,y,Pass,00:02:22,0.010942459106445312
D1,P1,4,Wait for Main Heading,xUI,xWaitFor,css==h1,Element is present,nan,y,Pass,00:02:22,0.014287948608398438
D1,P1,5,Verify Main Heading,xUI,xGetText,css==h1,FoXYiZ,nan,y,Pass,00:02:22,0.058628082275390625
D1,P1,6,Verify Feature Cards,xUI,xGetText,css==.feature-card,"⚡
F - Automation Engine
The heart of FoXYiZ. Download our executable engine and run automations locally or in the cloud.
What you get:
Stand [Link to P1_D1_6.txt]",nan,n,Pass,00:02:22,0.08239865303039551
D1,P1,7,Close Browser,xUI,xCloseBrowser,nan,Browser closed,nan,n,Pass,00:02:24,2.231597423553467
D1,P2,1,Open Browser,xUI,xOpenBrowser,chrome,Opened chrome browser,nan,y,Pass,00:02:26,1.5977733135223389
D1,P2,2,Navigate to Home,xUI,xNavigate,https://foxyiz.com/K3,Navigated to https://foxyiz.com/K3,nan,y,Pass,00:02:27,0.9544448852539062
D1,P2,3,Click F Engine Link,xUI,xClick,"css==a[href=""/f.html""]","Error in xClick: xClick failed for locator 'css==a[href=""/f.html""]': Message: [Artifacts => screenshot: None_None_000245.png | page: None_No [Link to P2_D1_3.txt]",nan,y,Fail,00:02:46,18.28038001060486
D1,P7,1,Open Browser,xUI,xOpenBrowser,chrome,Browser already open,nan,y,Pass,00:02:46,0.00010180473327636719
D1,P7,2,Navigate to Home,xUI,xNavigate,https://foxyiz.com/K3,Navigated to https://foxyiz.com/K3,nan,y,Pass,00:02:46,0.2975146770477295
D1,P7,3,Type in Search Box,xUI,xType,"css==input[placeholder*=""Search""];test query",Error in xType: xType failed for locator 'test query': Message: [Artifacts => screenshot: None_None_000303.png | page: None_None_000303.html [Link to P7_D1_3.txt],nan,y,Fail,00:03:04,17.883040189743042
