DesignId,PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical,Result,Time,TimeTaken
D1,P1,1,Open Browser,xUI,xOpenBrowser,chrome,Opened chrome browser,nan,y,Pass,00:12:17,1.628089427947998
D1,P1,2,Navigate to Home,xUI,xNavigate,https://foxyiz.com/K3,Navigated to https://foxyiz.com/K3,nan,y,Pass,00:12:17,0.7665209770202637
D1,P1,3,Verify Title,xUI,xGetTitle,nan,FoXYiZ - Modern Workflow Automation,nan,y,Pass,00:12:18,0.18541741371154785
D1,P1,4,Wait for Main Heading,xUI,xWaitFor,css==h1,Element is present,nan,y,Pass,00:12:18,0.024163246154785156
D1,P1,5,Verify Main Heading,xUI,xGetText,css==h1,FoXYiZ,nan,y,Pass,00:12:18,0.06625223159790039
D1,P1,6,Verify Feature Cards,xUI,xGetText,css==.feature-card,"⚡
F - Automation Engine
The heart of FoXYiZ. Download our executable engine and run automations locally or in the cloud.
What you get:
Stand [Link to P1_D1_6.txt]",nan,n,Pass,00:12:18,0.04913949966430664
D1,P1,7,Close Browser,xUI,xCloseBrowser,nan,Browser closed,nan,n,Pass,00:12:20,2.2668027877807617
D1,P2,1,Open Browser,xUI,xOpenBrowser,chrome,Opened chrome browser,nan,y,Pass,00:12:22,1.4561924934387207
D1,P2,2,Navigate to Home,xUI,xNavigate,https://foxyiz.com/K3,Navigated to https://foxyiz.com/K3,nan,y,Pass,00:12:23,1.415841817855835
D1,P2,3,Click F Engine Link,xUI,xClick,"css==a[href=""/K3/f.html""]","Error in xClick: xClick failed for locator 'css==a[href=""/K3/f.html""]': Message: [Artifacts => screenshot: None_None_001241.png | page: None [Link to P2_D1_3.txt]",nan,y,Fail,00:12:42,18.416157245635986
D1,P7,1,Open Browser,xUI,xOpenBrowser,chrome,Browser already open,nan,y,Pass,00:12:42,0.00013518333435058594
D1,P7,2,Navigate to Home,xUI,xNavigate,https://foxyiz.com/K3,Navigated to https://foxyiz.com/K3,nan,y,Pass,00:12:42,0.2837557792663574
D1,P7,3,Type in Search Box,xUI,xType,xpath==//input[@placeholder='Search'];automation,Error in xType: xType failed for locator 'automation': Message: [Artifacts => screenshot: None_None_001300.png | page: None_None_001300.html [Link to P7_D1_3.txt],nan,y,Fail,00:13:01,17.889276266098022
