DesignId,PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical,Result,Time,TimeTaken
D1,PMath_Addition,1,Verify_Math_Addition,xMath,xAdd,12.0;23.0,35.0,34.0,n,Fail,19:05:18,0.004642486572265625
D2,PMath_Addition,1,Verify_Math_Addition,xMath,xAdd,200.0;300.0,500.0,500.0,n,Pass,19:05:18,0.0058727264404296875
D1,PMath_Multiplication,1,Verify_Math_Multiplication,xMath,xMultiply,12.0;23.0,276.0,276,n,Pass,19:05:18,0.023855924606323242
D1,PMath_Power,1,Verify_Math_Multiplication,xMath,xMultiply,12.0;23.0,276.0,276,n,Pass,19:05:18,0.025572776794433594
D1,PMath_Division,1,Verify_Math_Division,xMath,xDiv,12.0;23.0,0.5217391304347826,0.521739,n,Pass,19:05:18,0.003813028335571289
D1,PMath_Area,1,Square radius,xMath,xMultiply,12.0;12.0,144.0,nan,n,Pass,19:05:18,0.003960371017456055
D1,PMath_Area,2,Multiple res with pi,xMath,xMultiply,0.0;3.14,0.0,452.16,n,Fail,19:05:18,0.0005280971527099609
D2,PMath_Area,1,Square radius,xMath,xMultiply,200.0;200.0,40000.0,nan,n,Pass,19:05:18,0.001863718032836914
D2,PMath_Area,2,Multiple res with pi,xMath,xMultiply,0.0;3.14,0.0,12845.0,,Fail,19:05:18,0.0005280971527099609
D1,PMath_SquareArea,1,Multiply side with side,xMath,xMultiply,12.0;12.0,144.0,144.0,n,Pass,19:05:19,0.005396842956542969
D2,PMath_SquareArea,1,Multiply side with side,xMath,xMultiply,200.0;200.0,40000.0,40000.0,n,Pass,19:05:19,0.0005085468292236328
D1,PMath_TriangleArea,1,Multiply base and height,xMath,xMultiply,10.0;5.0,50.0,nan,n,Pass,19:05:19,0.0005934238433837891
D1,PMath_TriangleArea,2,Divide by 2,xMath,xDiv,0.0;2.0,0.0,25.0,n,Fail,19:05:19,0.0033922195434570312
D2,PMath_TriangleArea,1,Multiply base and height,xMath,xMultiply,5.0;10.0,50.0,nan,n,Pass,19:05:19,0.0014450550079345703
D2,PMath_TriangleArea,2,Divide by 2,xMath,xDiv,0.0;2.0,0.0,25.0,,Fail,19:05:19,0.0033922195434570312
D1,PMath_Average,1,Add three numbers,xMath,xAdd,12.0;23.0;15.0,50.0,nan,n,Pass,19:05:19,0.0007698535919189453
D1,PMath_Average,2,Divide by 3,xMath,xDiv,40.0;3.0,13.333333333333334,13.33,n,Fail,19:05:19,0.0004711151123046875
D2,PMath_Average,1,Add three numbers,xMath,xAdd,200.0;300.0;30.0,530.0,nan,n,Pass,19:05:19,0.0004642009735107422
D2,PMath_Average,2,Divide by 3,xMath,xDiv,60.0;3.0,20.0,20.0,n,Pass,19:05:19,0.0015985965728759766
D3,PMath_Average,1,Add three numbers,xMath,xAdd,5.0;10.0;12.0,27.0,nan,n,Pass,19:05:19,0.0040171146392822266
D3,PMath_Average,2,Divide by 3,xMath,xDiv,nan;3.0,nan,nan,n,Pass,19:05:19,0.0005252361297607422
D1,PMath_SimpleInterest,1,Multiply principal rate and time,xMath,xMultiply,1000.0;5.0;2.0,10000.0,nan,n,Pass,19:05:19,0.0028581619262695312
D1,PMath_SimpleInterest,2,Divide by 100,xMath,xDiv,0.0;100.0,0.0,100.0,n,Fail,19:05:19,0.007051944732666016
D2,PMath_SimpleInterest,1,Multiply principal rate and time,xMath,xMultiply,2000.0;10.0;3.0,60000.0,nan,n,Pass,19:05:19,0.004209041595458984
D2,PMath_SimpleInterest,2,Divide by 100,xMath,xDiv,0.0;100.0,0.0,600.0,,Fail,19:05:19,0.007051944732666016
D3,PMath_SimpleInterest,1,Multiply principal rate and time,xMath,xMultiply,1500.0;6.0;2.5,22500.0,nan,n,Pass,19:05:19,0.0038263797760009766
D3,PMath_SimpleInterest,2,Divide by 100,xMath,xDiv,0.0;100.0,0.0,225.0,,Fail,19:05:19,0.007051944732666016
D1,PMath_CylinderVolume,1,Square radius,xMath,xMultiply,5.0;5.0,25.0,nan,n,Pass,19:05:19,0.011523246765136719
D1,PMath_CylinderVolume,2,Multiply with pi,xMath,xMultiply,0.0;3.14,0.0,nan,n,Pass,19:05:19,0.0030639171600341797
D1,PMath_CylinderVolume,3,Multiply with height,xMath,xMultiply,0.0;5.0,0.0,785.0,n,Fail,19:05:19,0.008181571960449219
D2,PMath_CylinderVolume,1,Square radius,xMath,xMultiply,10.0;10.0,100.0,nan,n,Pass,19:05:19,0.0066339969635009766
D2,PMath_CylinderVolume,2,Multiply with pi,xMath,xMultiply,0.0;3.14,0.0,nan,,Pass,19:05:19,0.0030639171600341797
D2,PMath_CylinderVolume,3,Multiply with height,xMath,xMultiply,0.0;10.0,0.0,6280.0,n,Fail,19:05:19,0.0016467571258544922
D1,PMath_Modulo,1,Get remainder from division,xMath,xModulo,10.0;3.0,1.0,vModulo,n,Fail,19:05:19,0.0004513263702392578
D1,PMath_Round,1,Round the number,xMath,xRound,3.14159;2.0,3.14,vRounded,n,Fail,19:05:19,0.006451845169067383
D1,PMath_CompoundInterest,1,Calculate rate as decimal,xMath,xDiv,5.0;100.0,0.05,nan,n,Pass,19:05:20,0.005644798278808594
D1,PMath_CompoundInterest,2,Add 1 to rate,xMath,xAdd,1.0;0.0,1.0,nan,n,Pass,19:05:20,0.012419939041137695
D1,PMath_CompoundInterest,3,Calculate compound factor,xMath,xPower,0.0;2.0,0.0,nan,n,Pass,19:05:20,0.0038022994995117188
D1,PMath_CompoundInterest,4,Calculate final amount,xMath,xMultiply,1000.0;0.0,0.0,vCompoundInterest,n,Fail,19:05:20,0.002104043960571289
