DesignId,PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical,Result,Time,TimeTaken
D1,PLoginTest,1,Open Browser,xUI,xOpenBrowser,chrome,Browser already open,nan,y,Pass,00:03:05,0.00018596649169921875
D1,PLoginTest,2,Navigate to URL,xUI,xNavigate,https://ui.cogmento.com/?lang=en,Navigated to https://ui.cogmento.com/?lang=en,nan,y,Pass,00:03:10,4.483384370803833
D1,PLoginTest,3,Type Email,xUI,xType,kkarthikqe@gmail.com;xpath==//input[@name='email'],Typed 'kkarthikqe@gmail.com' into element,nan,y,Pass,00:03:10,0.2797701358795166
D1,PLoginTest,4,Type Password,xUI,xType,Test123$;xpath==//input[@name='password'],Typed 'Test123$' into element,nan,y,Pass,00:03:10,0.1580336093902588
D1,PLoginTest,5,Click Login,xUI,xClick,xpath==//div[text()='Login'],Clicked element,nan,y,Pass,00:03:10,0.22122883796691895
D1,PLoginTest,6,Wait for Dashboard,xUI,xWaitFor,"xpath==//div[contains(text(), 'Dashboard')]",Error in xWaitFor: xWaitFor failed for locator 'xpath==//div[contains(text(); 'Dashboard')]': Message: [Artifacts => screenshot: None_None_0 [Link to PLoginTest_D1_6.txt],nan,y,Fail,00:03:29,18.508237600326538
D1,PLoginTest,6,Wait for Dashboard,xUI,xWaitFor,"xpath==//div[contains(text(), 'Dashboard')]",Error in xWaitFor: xWaitFor failed for locator 'xpath==//div[contains(text(); 'Dashboard')]': Message: [Artifacts => screenshot: None_None_0 [Link to PLoginTest_D1_6.txt],nan,,Fail,00:03:29,18.508237600326538
D1,PUI_AddRemoveElements,1,Open Browser,xUI,xOpenBrowser,chrome,Browser already open,nan,y,Pass,00:03:29,9.965896606445312e-05
D1,PUI_AddRemoveElements,2,Navigate to Add/Remove Elements,xUI,xNavigate,hk_add_remove_elements_url,Error in xNavigate: Invalid URL: hk_add_remove_elements_url. Must start with http:// or https:// [Link to PUI_AddRemoveElements_D1_2.png],nan,y,Fail,00:03:30,0.0005543231964111328
D1,PUI_Checkboxes,1,Open Browser,xUI,xOpenBrowser,chrome,Browser already open,nan,y,Pass,00:03:30,0.00013136863708496094
D1,PUI_Checkboxes,2,Navigate to Checkboxes,xUI,xNavigate,hk_checkboxes_url,Error in xNavigate: Invalid URL: hk_checkboxes_url. Must start with http:// or https:// [Link to PUI_Checkboxes_D1_2.png],nan,y,Fail,00:03:30,0.0003769397735595703
D1,PMath_Addition,1,Verify_Math_Addition,xMath,xAdd,12;23,35.0,35,n,Pass,00:03:30,0.0005986690521240234
D2,PMath_Addition,1,Verify_Math_Addition,xMath,xAdd,200;300,500.0,500,n,Pass,00:03:31,0.00043320655822753906
D1,PMath_Area,1,Square radius,xMath,xMultiply,12;12,144.0,nan,n,Pass,00:03:31,0.0006763935089111328
D1,PMath_Area,2,Multiple res with pi,xMath,xMultiply,vTemp;3.14,Error in xMultiply: Non-numeric input: ['vTemp'; '3.14'] [Link to PMath_Area_D1_2.txt],452.16,,Fail,00:03:31,0.0009331703186035156
D2,PMath_Area,1,Square radius,xMath,xMultiply,200;200,40000.0,nan,n,Pass,00:03:31,0.0003948211669921875
D2,PMath_Area,2,Multiple res with pi,xMath,xMultiply,vTemp;3.14,Error in xMultiply: Non-numeric input: ['vTemp'; '3.14'] [Link to PMath_Area_D1_2.txt],12845,,Fail,00:03:31,0.0009331703186035156
D1,PAPI_PetGet,1,Get pet by ID,xAPI,xGet,https://petstore.swagger.io/v2;/pet/1,200,200,n,Pass,00:03:32,0.9641273021697998
D1,PAPI_PetAdd,1,Add new pet,xAPI,xPost,https://petstore.swagger.io/v2;/pet;/y/API/addPet.json,200,200,n,Pass,00:03:32,0.8459503650665283
D1,PAPI_PetDelete,1,Delete pet by ID,xAPI,xDelete,https://petstore.swagger.io/v2;/pet/1,200,200,n,Pass,00:03:33,0.9286148548126221
D1,PAPI_UserGet,1,Get user by ID,xAPI,xGet,https://reqres.in/api;/users/1,401,200,n,Fail,00:03:34,0.8403530120849609
D1,PAPI_UsersGet,1,Get all users,xAPI,xGet,https://reqres.in/api;/users/1,401,200,n,Fail,00:03:35,0.7105720043182373
D1,PAPI_UserCreate,1,Create new user,xAPI,xPost,https://reqres.in/api;/users;/y/API/addUser.json;Bearer valid_token,401,201,n,Fail,00:03:36,0.9365100860595703
