DesignId,PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical,Result,Time,TimeTaken
D1,PMath_Addition,1,Verify_Math_Addition,xMath,xAdd,12.0;23.0,35.0,34.0,n,Fail,00:03:04,0.0005908012390136719
D2,PMath_Addition,1,Verify_Math_Addition,xMath,xAdd,200.0;300.0,500.0,500.0,n,Pass,00:03:04,0.0004227161407470703
D1,PMath_Multiplication,1,Verify_Math_Multiplication,xMath,xMultiply,12.0;23.0,276.0,276,n,Pass,00:03:04,0.0006206035614013672
D1,PMath_Power,1,Verify_Math_Multiplication,xMath,xMultiply,12.0;23.0,276.0,276,n,Pass,00:03:05,0.0004928112030029297
D1,PMath_Division,1,Verify_Math_Division,xMath,xDiv,12.0;23.0,0.5217391304347826,0.521739,n,Pass,00:03:05,0.0005781650543212891
D1,PMath_Area,1,Square radius,xMath,xMultiply,12.0;12.0,144.0,nan,n,Pass,00:03:05,0.0004949569702148438
D1,PMath_Area,2,Multiple res with pi,xMath,xMultiply,vTemp;3.14,Error in xMultiply: Non-numeric input: ['vTemp'; '3.14'] [Link to PMath_Area_D1_2.txt],452.16,n,Fail,00:03:05,0.0009331703186035156
D2,PMath_Area,1,Square radius,xMath,xMultiply,200.0;200.0,40000.0,nan,n,Pass,00:03:05,0.000701904296875
D2,PMath_Area,2,Multiple res with pi,xMath,xMultiply,vTemp;3.14,Error in xMultiply: Non-numeric input: ['vTemp'; '3.14'] [Link to PMath_Area_D1_2.txt],12845.0,,Fail,00:03:05,0.0009331703186035156
D1,PMath_SquareArea,1,Multiply side with side,xMath,xMultiply,12.0;12.0,144.0,144.0,n,Pass,00:03:05,0.0004961490631103516
D2,PMath_SquareArea,1,Multiply side with side,xMath,xMultiply,200.0;200.0,40000.0,40000.0,n,Pass,00:03:05,0.0006093978881835938
D1,PMath_TriangleArea,1,Multiply base and height,xMath,xMultiply,10.0;5.0,50.0,nan,n,Pass,00:03:05,0.0007996559143066406
D1,PMath_TriangleArea,2,Divide by 2,xMath,xDiv,vTemp;2.0,Error in xDiv: Non-numeric input: ['vTemp'; '2.0'] [Link to PMath_TriangleArea_D1_2.txt],25.0,n,Fail,00:03:05,0.0006148815155029297
D2,PMath_TriangleArea,1,Multiply base and height,xMath,xMultiply,5.0;10.0,50.0,nan,n,Pass,00:03:05,0.0007455348968505859
D2,PMath_TriangleArea,2,Divide by 2,xMath,xDiv,vTemp;2.0,Error in xDiv: Non-numeric input: ['vTemp'; '2.0'] [Link to PMath_TriangleArea_D1_2.txt],25.0,,Fail,00:03:05,0.0006148815155029297
D1,PMath_Average,1,Add three numbers,xMath,xAdd,12.0;23.0;15.0,50.0,nan,n,Pass,00:03:05,0.0007340908050537109
D1,PMath_Average,2,Divide by 3,xMath,xDiv,40.0;3.0,13.333333333333334,13.33,n,Fail,00:03:05,0.0007960796356201172
D2,PMath_Average,1,Add three numbers,xMath,xAdd,200.0;300.0;30.0,530.0,nan,n,Pass,00:03:05,0.0005955696105957031
D2,PMath_Average,2,Divide by 3,xMath,xDiv,60.0;3.0,20.0,20.0,n,Pass,00:03:05,0.0007498264312744141
D3,PMath_Average,1,Add three numbers,xMath,xAdd,5.0;10.0;12.0,27.0,nan,n,Pass,00:03:05,0.0006718635559082031
D3,PMath_Average,2,Divide by 3,xMath,xDiv,nan;3.0,nan,nan,n,Pass,00:03:05,0.0006909370422363281
D1,PMath_SimpleInterest,1,Multiply principal rate and time,xMath,xMultiply,1000.0;5.0;2.0,10000.0,nan,n,Pass,00:03:05,0.0006608963012695312
D1,PMath_SimpleInterest,2,Divide by 100,xMath,xDiv,vTemp;100.0,Error in xDiv: Non-numeric input: ['vTemp'; '100.0'] [Link to PMath_SimpleInterest_D1_2.txt],100.0,n,Fail,00:03:05,0.0007021427154541016
D2,PMath_SimpleInterest,1,Multiply principal rate and time,xMath,xMultiply,2000.0;10.0;3.0,60000.0,nan,n,Pass,00:03:05,0.0005114078521728516
D2,PMath_SimpleInterest,2,Divide by 100,xMath,xDiv,vTemp;100.0,Error in xDiv: Non-numeric input: ['vTemp'; '100.0'] [Link to PMath_SimpleInterest_D1_2.txt],600.0,,Fail,00:03:05,0.0007021427154541016
D3,PMath_SimpleInterest,1,Multiply principal rate and time,xMath,xMultiply,1500.0;6.0;2.5,22500.0,nan,n,Pass,00:03:05,0.0006136894226074219
D3,PMath_SimpleInterest,2,Divide by 100,xMath,xDiv,vTemp;100.0,Error in xDiv: Non-numeric input: ['vTemp'; '100.0'] [Link to PMath_SimpleInterest_D1_2.txt],225.0,,Fail,00:03:05,0.0007021427154541016
D1,PMath_CylinderVolume,1,Square radius,xMath,xMultiply,5.0;5.0,25.0,nan,n,Pass,00:03:05,0.0011172294616699219
D1,PMath_CylinderVolume,2,Multiply with pi,xMath,xMultiply,vTempRadius;3.14,Error in xMultiply: Non-numeric input: ['vTempRadius'; '3.14'] [Link to PMath_CylinderVolume_D1_2.txt],nan,n,Fail,00:03:05,0.0008862018585205078
D1,PMath_CylinderVolume,3,Multiply with height,xMath,xMultiply,vTempArea;5.0,Error in xMultiply: Non-numeric input: ['vTempArea'; '5.0'] [Link to PMath_CylinderVolume_D1_3.txt],785.0,n,Fail,00:03:05,0.0009946823120117188
D2,PMath_CylinderVolume,1,Square radius,xMath,xMultiply,10.0;10.0,100.0,nan,n,Pass,00:03:05,0.0005867481231689453
D2,PMath_CylinderVolume,2,Multiply with pi,xMath,xMultiply,vTempRadius;3.14,Error in xMultiply: Non-numeric input: ['vTempRadius'; '3.14'] [Link to PMath_CylinderVolume_D1_2.txt],nan,,Fail,00:03:05,0.0008862018585205078
D2,PMath_CylinderVolume,3,Multiply with height,xMath,xMultiply,vTempArea;10.0,Error in xMultiply: Non-numeric input: ['vTempArea'; '10.0'] [Link to PMath_CylinderVolume_D2_3.txt],6280.0,n,Fail,00:03:05,0.0007452964782714844
D1,PMath_Modulo,1,Get remainder from division,xMath,xModulo,vDividend;vDivisor,Error in xModulo: Non-numeric input: ['vDividend'; 'vDivisor'] [Link to PMath_Modulo_D1_1.txt],vModulo,n,Fail,00:03:05,0.0006086826324462891
D1,PMath_Round,1,Round the number,xMath,xRound,3.14159;2.0,3.14,vRounded,n,Fail,00:03:05,0.0006804466247558594
D1,PMath_CompoundInterest,1,Calculate rate as decimal,xMath,xDiv,5.0;100.0,0.05,nan,n,Pass,00:03:05,0.0006003379821777344
D1,PMath_CompoundInterest,2,Add 1 to rate,xMath,xAdd,vOne;vRateDecimal,Error in xAdd: Non-numeric input: ['vOne'; 'vRateDecimal'] [Link to PMath_CompoundInterest_D1_2.txt],nan,n,Fail,00:03:05,0.0005543231964111328
D1,PMath_CompoundInterest,3,Calculate compound factor,xMath,xPower,vRateFactor;2.0,Error in xPower: Non-numeric input: ['vRateFactor'; '2.0'] [Link to PMath_CompoundInterest_D1_3.txt],nan,n,Fail,00:03:05,0.0005650520324707031
D1,PMath_CompoundInterest,4,Calculate final amount,xMath,xMultiply,1000.0;vCompoundFactor,Error in xMultiply: Non-numeric input: ['1000.0'; 'vCompoundFactor'] [Link to PMath_CompoundInterest_D1_4.txt],vCompoundInterest,n,Fail,00:03:05,0.0005710124969482422
